Temperature_C,Pressure_hPa,AngleX,AngleY,AngleZ,AccX_g,AccY_g,AccZ_g,Altitude_m,label
32.2,976.11,-1.0,-1.7800000000000002,-2310.9,0.022,-0.0009999999999999992,0.994,313.89,0
32.61,976.19,-1.1,-0.26,-718.1199999999999,-0.002999999999999999,0.002,1.0,313.21,0
31.72,975.74,-1.26,-0.52,-1147.8199999999997,0.0,0.006,0.995,317.06,0
31.95,975.49,-1.14,-0.84,-319.80999999999995,0.009,-0.0009999999999999992,0.992,319.27,0
32.57,976.18,-1.09,-0.28,-747.0900000000001,-0.004,0.0009999999999999992,0.993,313.27,0
31.96,975.5,-1.23,-0.84,-304.49,0.007,0.0009999999999999992,0.994,319.1,0
32.53,976.04,-0.88,-2.36,-3339.98,0.03500000000000001,0.0,0.991,314.5,0
31.94,975.49,-1.19,-0.85,-324.8700000000001,0.007,0.0009999999999999992,0.998,319.21,0
32.2,976.02,-1.1,-6.0,-3157.16,0.091,0.002,0.983,314.67,0
30.25,974.99,-1.15,0.17999999999999994,-5697.0599999999995,-0.012000000000000002,0.003,0.999,323.49,0
31.22,975.41,-0.2799999999999999,-1.62,-19.610000000000127,0.129,0.038,1.025,319.9,0
32.26,976.13,-1.02,-1.81,-1911.03,0.020999999999999998,0.0,0.995,313.75,0
31.83,975.92,-1.49,0.5999999999999999,-1199.74,-0.019999999999999997,-0.008000000000000002,0.999,315.57,0
32.47,975.2,-74.9,9.66,-3035.55,-0.405,-0.047,-0.6899999999999997,321.73,1
31.98,975.45,-1.17,-0.86,-405.72,0.004,0.002,0.994,319.55,0
31.74,975.75,-1.23,-0.54,-1045.94,0.0010000000000000005,0.0,0.991,317.0,0
32.03,975.51,-1.12,-0.88,-582.1799999999998,0.006,0.0,0.991,319.04,0
32.06,975.96,-1.47,-0.8,-193.24,0.006,-0.003000000000000001,0.995,315.23,0
32.34,976.13,-1.0,-1.84,-1544.2,0.023,0.003,0.999,313.76,0
31.71,975.78,-1.3,-0.58,-192.8699999999999,0.0,-0.0009999999999999992,0.998,316.75,0
32.65,976.15,-1.05,-0.28,-660.8499999999999,-0.004,-0.002,0.99,313.54,0
32.13,975.94,-1.37,-5.25,-4111.82,0.086,-0.0009999999999999992,0.985,315.37,0
32.06,975.43,-1.09,-0.84,-607.3200000000002,0.004,0.004,0.999,319.76,0
31.95,975.5,-1.13,-0.83,-314.7099999999998,0.004,0.004,0.999,319.12,0
32.36635991635794,975.4145501045525,-1.366359916357947,-8.458179958178974,-2011.815206177,0.134,0.0017269937268460083,0.973726993726846,319.86450918449,1
18.286146344206323,970.8576301305696,-1.0817919109795069,-0.6,-484.66965478351176,-0.001273602967349771,-0.0014527940653004563,0.9895472059346996,359.1011361720563,1
32.42,975.27,-1.4045255369310088,-5.955474463068991,-2763.730156625819,0.09399999999999999,-0.001452553693100888,0.976,321.09642338920696,1
26.100182089483223,975.5084362686808,-1.096472686577517,-0.6539271642067117,-391.38279032872015,0.0023527313422483133,0.0002545522370805218,0.9948036417896644,319.0970189550272,1
19.445539320450358,970.9062512539816,-1.0889528721596728,-0.656418851136131,-480.58145968729787,0.002089528721596727,-0.0008209425568065452,0.9927162297727739,358.61970204342884,1
32.31595918903084,975.4,-0.7719982936777755,-5.129553573194787,-1245.6831689582477,0.07396334888108853,-0.011375487167392262,0.5571143100903175,319.9870204054846,1
31.908198861992496,975.5128322731218,44.28929695052541,0.545082025267831,-1405.9820248432436,-0.09200000000000001,0.7042316705564653,0.7041074657151143,319.04257783778576,1
31.824202645538335,975.6779196701175,77.25332937042478,7.03601917205451,-2832.8464061161258,-0.2195241757213494,1.3626782591637714,1.1983509202244185,317.60617101335833,1
32.44,975.22,-1.4577883065404327,-5.987964717756739,-2846.430088732297,0.09718588710269552,-0.003000000000000001,0.978,321.5379647177567,1
32.380813063841074,975.030813063841,-65.1525299724409,-38.07432282436272,-3705.924763080354,0.47241138527177146,0.19178388709913524,1.6000896425960909,323.1626824254303,1
19.647380468933722,970.7184103895645,-1.0878954292490646,-0.6536836566007485,-477.0429582045697,0.002,-0.0005262742450561284,0.992,360.2400920901256,1
24.13,824.04,-0.8521238237402066,-4.0759238413016385,-501.24341634636835,0.060558182297129955,-0.014856796795276487,0.9738405193436771,1709.87,1
32.3905977564563,975.4437157453822,-2.0976742804000756,76.95570282471779,-1997.280122624703,-1.0509208433577042,0.03181421273088843,0.321641346126221,319.6511302066873,1
24.13,824.04,-0.9780648511158453,-0.1926621973752587,-106.07546042189074,0.002954138733595367,-0.010678971135167569,0.9825961964632602,1709.87,1
23.012281519758815,975.0827516589346,-1.2151677726231163,-3.4537582946733725,-4622.335641493791,0.05089597157788955,0.0001375829467337268,0.9846208056844221,322.71765118327636,1
34.082206927341964,975.8234741340823,-1.2930517318354917,-0.51,-389.68736276385994,-0.0016525865917745852,0.001347413408225414,0.9913474134082254,316.37220692734195,1
13.686995612981363,974.8483652316431,-1.2262739237323554,-3.433726076267644,-5301.8693800316605,0.04983652316431405,-0.001418261582157028,0.9915817384178429,324.71098683894405,1
29.318807463959455,974.9989824967236,-0.314562418089673,48.13566914938507,-5596.889553150947,-0.8621542601568806,-0.04280480838761749,0.7281684941024564,323.45393652555606,1
30.429092848728985,975.0619751705096,-32.697189720659615,5.065468439416716,-4721.88700305046,0.25181870960485675,0.2431481377882178,1.7791149851812924,322.91296415435494,1
24.13,824.04,-1.5361179025014222,-0.14,-536.9970859482662,0.00407452683342814,0.0023882097498577892,0.9959254731665719,1709.87,1
30.827780117157594,975.54134537396,-26.58164904227567,0.774428223971255,-3466.9262086238487,0.15965000935462006,0.13853449997751557,1.7418274065662214,318.8163559802115,1
32.252285084107626,975.7423830529747,52.62351190849132,7.099094275177451,-3733.250247733647,0.7242287032894572,1.6024474148135248,2.0497371050464577,317.0879627612402,1
32.42,975.2740030048891,-1.4080060097782054,-5.964003004889103,-2766.2924855358924,0.09359969951108972,-0.0009999999999999992,0.9772009014667308,321.0899849755545,1
24.13,824.04,-0.8734839229030058,-1.4286211473903945,-520.578911034032,0.017395629478425798,-0.000720991836727615,0.9912556839002417,1709.87,1
25.094631618004172,975.3911892364241,-1.3213818364656895,-0.009455836049917843,-223.7765260143958,-0.010938856370061926,-0.003379394548856312,0.9958199327276507,320.07849283584204,1
32.47820991202638,975.3030349853377,-1.4191049560131876,-5.959104956013188,-2701.769732080386,0.09621399413509168,-0.003606997067545843,0.9813034985337729,320.85447521993405,1
38.384629298624574,975.3776501635692,-1.1111661214357529,-0.17588338785642477,-50.64846936034792,-0.004646644857430113,0.0004116612143575289,0.9938833878564247,320.185848200738,1
32.473770471854365,975.2162295281456,-41.183497513796134,6.072893355417272,-2937.9858654719683,0.041174693157269224,0.03725706732817251,2.055,321.6226774227378,1
32.040969959502235,975.4775622312217,81.20197213322925,6.764459224038505,-2118.8897754404597,-0.23707746727659046,1.2641412013065665,0.6884952757692713,319.32617811626125,1
32.4297311034927,975.23,-1.4681177244489074,-5.970537793014597,-2880.2265994257077,0.09402688965072989,-0.0020806689521896873,0.9808924413970804,321.46892441397085,1
21.180193539554097,974.8981548316433,-1.3159225841783617,-3.577670982758037,-5298.529634523751,0.05319419381337711,-0.00039806460445904017,0.9898154831643277,324.3067032849876,1
32.53,976.1877615093409,-25.217280009860698,10.451909266981545,-877.2618350183852,-0.22087245083014106,-0.4919874709911197,0.6208682256615881,313.215815850545,1
32.40494931084178,975.5461316777876,-5.3230891880559,1.564292062142296,-1753.5900878154957,-0.19562330561039976,-0.151185784230932,1.1722558947311545,318.7418418961218,1
32.32098347443552,975.5897954453023,94.2984941550477,-0.004922008214948814,-3099.5922704839195,0.5804360338645254,1.1012519346366068,1.8482149536023607,318.3681116492348,1
32.466952384289655,975.3,-1.4134761921448267,-5.9534761921448265,-2714.312429417427,0.09534761921448269,-0.0036952384289653667,0.9796095231420693,320.8756666549862,1
32.38031804681486,975.4,91.16585089420089,16.368277172109728,-2210.598246058736,-0.004120553719111585,1.1972544374518812,-0.4904327310194929,319.9903180468149,1
34.84441110105363,976.2741541628951,-1.1751284690792592,0.37892394796155515,-143.19486955492653,-0.013451284690792592,0.0009999999999999992,0.9984512846907926,312.4696896153916,1
34.81016352555988,976.1174096452613,-1.0653442350373252,-1.6246557649626747,-2663.9223082118137,0.01806884700746505,-0.00086230598506991,0.990068847007465,313.8040016627231,1
32.483559914842715,975.3128801703145,-1.4671198296854397,-5.99,-2695.535802919269,0.09171198296854398,-0.008000000000000002,0.9811520681258241,320.7669586374835,1
32.52740479159729,976.032115654742,5.657997899760157,26.605147489176492,-2762.9477567441672,-0.35482370856923034,0.12647249097330335,0.8141156941352928,314.5483638989186,1
31.668748398299645,975.5546740710138,-16.863167874975975,78.11403844500322,-2606.9608680324745,-1.5789696709777046,-0.2211691584335908,0.09172849212624257,318.69239555655275,1
32.3733009951331,975.4266990048668,-1.3232039805324063,-8.399708956197914,-2144.1589324043243,0.13433009951331015,0.0026796019467593777,0.969,319.76310696593174,1
32.484625895885195,975.724496373554,4.299762327866553,23.642704862498235,-3093.09068648571,-0.40251079352760205,0.1227532380582806,0.9162640315858827,317.18733118743586,1
32.38092290586229,975.4181541882754,4.130589320871267,34.98731283235716,-1976.7773535908777,-0.8293854706885627,0.07875463303347768,0.5932757598635547,319.8093810231081,1
35.8684916315245,975.5148114539405,-1.39,-5.326019356202315,-2971.043117512483,0.07009356714473501,-0.005254890122731811,0.9892835249741391,319.03113127635663,1
26.389138684810252,975.4650227773677,-1.1306335415128825,-0.6344347905901775,-316.82473970405795,0.0028144930196725816,0.0013755694341921667,0.9906244305658078,319.44479500369084,1
20.93676106785741,978.8520936020283,-1.3004662805418905,-3.630932561083781,-4624.955023097737,0.055488342986452735,-0.0024650289593582154,0.9849533719458109,290.45454204338137,1
32.06023285846918,975.8736622745062,46.54540144880162,23.679588058431335,-666.934642439767,-0.4930229629925476,0.40662774930367945,-0.056784404132025124,315.9040742160748,1
32.01871985946444,975.8004041928605,44.870318001127885,-3.4510681397836356,-3659.408727819062,-0.0004610368905846691,0.7470221315641067,0.5713840421606682,316.55995224668914,1
32.369065791221885,975.4214013131672,29.44689209061249,-2.5196748392031783,-2217.416782503572,-0.16597832419263475,0.24050083970604377,-0.7783313993213155,319.8079071863722,1
31.743751380060072,975.6187285903969,46.5495897860617,-2.6065220958987907,-2319.079785113888,-0.07264026273423127,0.7249264501833985,0.6538745859819786,318.160661608936,1
36.04338068030722,976.0552130613825,-1.0584517007680683,-0.9853409513976363,-2641.621996712069,0.013394176854067042,0.003915482992319318,0.986,314.40815346801816,1
32.19941539722718,975.6701763151111,66.34049806890242,71.47305301432876,-1398.5183872083253,-0.750609953391687,0.16556294933931903,0.1517670931701619,317.69175990374106,1
32.320824580247994,975.3701374300414,0.30156865851666814,32.632473740743976,-1906.046998982928,-0.6449652495910454,0.039725139917336304,0.7851463621492561,320.22890055966934,1
32.267315964342664,975.4453659064599,38.390521069720194,-0.6284865824999614,-1459.1580710980456,0.0006818708025334887,0.6472199768468853,0.7952432160216467,319.6095114031019,1
32.41924041759108,975.2530383296357,-1.44,-5.979240417591075,-2808.3679300483104,0.09300000000000001,-0.0010759582408925664,0.9741519164817851,321.29037628605187,1
36.148749512019435,976.5102757174154,-1.142361165331174,-0.5099960961554688,-2633.872943103145,-0.0017083495993522133,0.003,1.0028054362714172,310.4973787326316,1
0.0,0.0,-1.3527986622681276,-0.6124004459106243,-8.149448818128349,0.0010000000000000005,-0.001720133773187242,0.9987201337731872,0.0,1
24.13,824.04,-1.8337518904768242,-0.018749369841058683,-57.875839569119535,0.002531265753973534,-0.0018749369841058634,0.9939374684920529,1709.87,1
32.38558967877217,975.422794839386,-1.3555896787721708,-8.45441032122783,-2127.184425581735,0.13527948393860853,-0.0008384518158256072,0.9684410321227829,319.7960258030696,1
32.45875317274977,975.2993765863748,-1.4118702408753372,-5.951870240875337,-2713.181518002239,0.095,-0.0028129759124662767,0.9811246827250225,320.90311706812554,1
32.22067307198939,975.4188643455143,40.5931028660664,15.807226976966161,-1382.2152754376534,-0.24551260465015382,0.2712050418600615,0.4101960775170256,319.82760784496594,1
34.24262987785987,975.8573376614282,-1.2706818149988766,-0.51,-336.48873851381836,0.0027337661428250438,0.0006006492142375652,0.9962662338571749,316.08262987785986,1
34.5618448954863,976.156871655054,-1.127486620216133,-0.9211228920532658,-2584.3089023528273,0.006558820559436642,0.0007486620216133229,0.9943796829243534,313.5181551045137,1
32.47466677982099,975.1815555932736,-25.38984687735192,-2.3968344993769275,-2921.3962865067497,0.1146895602712141,-0.25626674587469384,1.6378463077189873,321.85,1
35.637588266638026,976.2525038376799,-1.007496162320086,-0.19497697392051516,-206.48599879063363,-0.007499232464017173,0.0022503837679914125,0.9974976973920515,312.6974808116004,1
24.13,824.04,-1.1524935826207736,-0.6926308729418513,-532.5685366741336,0.004030472152733594,-0.0028781113890656244,0.995,1709.87,1
32.51539364791822,976.0645592806962,-19.209343555872646,-1.6215859762286904,-1171.6044209696404,0.06012104272523985,-0.22300822471612083,1.0169882577063145,314.3037373201382,1
23.996067861261004,974.9358341331683,-1.3293755998762062,-3.6864585332920683,-5410.353227578831,0.05593755998762063,-0.0018331733663450051,0.9877707333539656,323.98749280148553,1
31.673971638325042,975.5580850850249,41.14644977147632,9.437234234776103,-2003.8592265788384,-0.18058875571309194,0.8569218548192489,0.7257800464444529,318.66326259645103,1
32.4058052333387,975.4310486916653,-1.3589513083346754,-8.448951308334674,-2103.07329849028,0.13837078500080513,0.001895130833467519,0.9718951308334675,319.7284643916814,1
32.37737405206094,975.4005037917563,-1.3231297396953092,-8.445251895878124,-2002.1943566287537,0.13652518958781237,-0.001262594793906181,0.9707374052060938,319.993343718011,1
20.478228387847594,968.852597604924,-1.2845314836457213,-3.382708644860961,-4638.413144511338,0.054177161215240424,-0.0037240128506682915,0.968374813083423,376.4261306093408,1
23.471460102450735,975.0284326693239,-1.2705224435586815,-3.6574413963192463,-4997.415234713959,0.054000000000000006,-0.0019243141718304733,0.9870522443558681,323.17666457976514,1
21.96628171030911,975.06,-1.3008851983053518,-3.2895574008473236,-4595.272056055672,0.043115030098854486,-0.0009999999999999992,1.0018141997175585,322.92159290014126,1
19.006198727088595,974.9426761298614,-1.32,-3.4735681731484824,-5245.026842010142,0.05108920432871206,-0.003178408657424114,0.9843568173148483,323.9359148312477,1
32.425353355640155,975.23,-1.4374734894810866,-5.979293288719689,-2882.4504953348014,0.09446466443598447,-0.0033939933079534298,0.9791413422560621,321.4514134225606,1
32.35600701530701,975.3916608205775,-1.607529974430201,-1.0418231288911668,-1805.694787319297,0.1315125212558646,-0.03603882865715934,0.17443111181944637,320.10204910714907,1
34.48657073135722,976.2265707313572,-1.064580492356174,0.0654683126386083,-151.898934902787,-0.010772195507060862,0.0026570731357217396,0.995371707457113,312.9040048804995,1
32.384219098242916,975.4252603005857,-1.26734270527125,-8.384219098242918,-2152.4760271985797,0.13494793988286113,0.002104120234277776,0.9694739699414305,319.787396994143,1
30.299884813526567,975.1349396352462,-10.949637405727882,3.617513756148509,-4299.094206167859,-0.15183588627026068,-0.19210153176215647,-0.03830131004078452,322.30235997130944,1
34.24387610535454,976.0989293704175,-1.0335117715970843,-1.6364882284029156,-2681.2420714799337,0.019648822840291576,0.002,0.9907558857985421,314.00505326506294,1
34.00530865354389,976.1143874630526,-1.0652041789824576,-1.658774926105255,-2641.0539069995907,0.020479582101754247,0.0004795821017542501,0.993163343185966,313.85051283252636,1
32.16168398969428,975.9158419948471,81.09582149432892,0.7405392342970429,-4737.833555833727,-0.02270892528355454,0.5274261943318559,-0.3936694479215821,315.55742204637573,1
32.516841123769744,975.327368224754,-1.46,-5.975263550492102,-2686.137666598751,0.09394728990157965,-0.005789532573815261,0.9795790651476305,320.6289495277066,1
24.13,824.04,-1.8398031960644605,0.016732267978513238,-56.15449342326269,-0.0001154845319008748,0.0014422577340495613,0.9923267732021487,1709.87,1
31.931921260796454,975.4558653543467,24.865766930342176,9.479659819180057,-1552.3907719733943,-0.25753921220413173,0.5123842521592912,0.7879615747840709,319.5078850391475,1
32.4646687813784,975.8615668340182,-13.664097523202999,2.9395517845725667,-1333.1711247677717,-0.004616819108460389,-0.16715668340181133,0.8074529949794567,316.00781439829467,1
32.373787726259515,975.4037877262595,-4.047630722271662,5.304859161834098,-1937.2278016630098,-0.005105130183028651,-0.10274195140448997,0.9334421547028167,319.9669718323668,1
32.37674893667744,975.4232510633225,-1.3532510633225616,-8.456625531661281,-2004.9160121042817,0.13732510633225617,-0.002,0.9693251063322561,319.8174893667744,1
18.421144567170543,971.678961213686,-1.1260211561712994,-0.6110035260285499,-497.8362651939533,0.0003010578085649632,-0.0007992947942900251,1.000899647397145,351.98332792065514,1
24.13,824.04,-1.6696222388853212,-0.3714897053807462,-147.04914654923323,-0.0017586596681650286,0.011697791108257086,1.1216956572004602,1709.87,1
32.438234089789596,975.165790558235,-61.78067908310271,3.436325130315251,-3188.5321800417564,-0.33829158855814934,-0.09293839322735503,-0.629889123755695,322.013449660339,1
32.54,976.07,-0.5104205525162544,75.29655954891443,-2748.445566381971,-1.0229754677698852,0.01250525690645318,0.2564877338849426,314.23992990791396,1
32.42,975.2566069696256,-1.4267860607487635,-5.973393030374383,-2795.3907074169997,0.09333034848128093,-0.0009999999999999992,0.9746606969625619,321.250626818931,1
25.55342295593997,975.4860215094257,-1.0893369182375987,-0.6767383647519749,-409.46278661136466,0.005535842766319122,6.630817624012596e-05,0.9965358427663191,319.43453402520885,1
32.419924656368664,975.2701506872627,-1.44,-5.97992465636866,-2793.676247754917,0.09597739691059777,-0.002,0.9779849312737319,321.15826709647916,1
34.84351996786275,975.9566131512223,-1.1539467523659954,-0.42690681664049207,-380.0883521500157,-0.0018026623817002253,0.0014506655954250568,0.9948733360114373,315.24752157472517,1
35.852314363278225,975.8517321590164,-1.31,-0.004032068525033239,-385.35099636793325,-0.016250361344237255,-0.003000000000000001,1.0039810749835854,316.1378748868859,1
24.13,824.04,-1.6221962541860098,0.09536570597573801,-49.75069508198294,-0.004048760796765048,-0.002048760796765048,0.9980731411951476,1709.87,1
16.75004773695022,974.1291693409644,-1.2155245255350844,-3.4541962042806755,-5174.800014201304,0.048,-0.0017016350356722932,0.9912983649643277,330.8630279010896,1
24.440568776613286,975.4520901137914,-1.1,-0.6352732574724087,-352.8858357791796,0.002,-8.78876245401436e-05,0.993615213371781,319.5641579659143,1
34.347290275083054,976.1819413511325,-1.0641759466022345,-0.19999999999999996,-247.38661097891895,-0.00641759466022343,0.0008058648867411422,1.0016117297734823,313.33252783980674,1
26.021130697871396,975.5361042557449,-1.108330395319291,-0.6855477208514419,-425.98753700679686,0.001166960468070926,-0.0017217325532151231,0.993222613957428,318.8717224889335,1
25.47696528082593,974.4745023873203,-1.0868462807059638,-0.6568859474126181,-370.9316073496707,0.004423140352981816,0.0003153719294036357,0.9962115701764909,328.1189958304814,1
32.33258177389372,975.4010327095575,15.403748066920434,22.844840705114386,-1336.914601756446,-0.9885834171064545,0.13800514228327826,0.6922684619559291,319.97018925920383,1
32.684344830757205,976.0581423870716,-1.9701000943567957,52.98145939851427,-2739.8286554611946,-1.1363664097171964,-0.23847586460576647,0.41704983087709613,314.3721578959988,1
32.380607707526714,975.3757569169893,-4.1845795458030155,-18.6733043475298,-1676.3737256497052,0.29733124997870464,-0.02933288043015319,0.6422398221077892,320.18606620559086,1
36.33057633769864,975.3902195572185,-1.1597529981291554,-0.18008233395694806,-39.60633256314668,-0.0040054889304632114,-0.0019862776738419734,0.9969972555347684,320.0681063189902,1
32.2148305131487,975.4231016921108,36.56693170886743,2.4150846055389685,-859.0105657321285,-0.06510169211077937,0.608201686595312,0.865008488131233,319.782084771003,1
32.41455990506834,975.152159746849,0.5312874679572852,-9.301452356937796,-3199.8246671140323,0.15100019777429252,0.030072123411158523,0.9877520363904697,322.12512218342823,1
32.41478131607434,975.4645188953635,-0.5088628435865705,57.365151030548844,-2034.1019655962502,-0.9731166028053476,-0.0136510967286171,0.5386831989927179,319.4624591700641,1
32.18,975.460106000128,25.24360007677127,3.4487960468304717,-816.5628750879673,-0.15507420008956646,0.5621537001855307,0.7832173002623019,319.44946999936025,1
24.13,824.04,-1.6317452985938399,0.05124664185274297,-40.73665033249108,0.00419946269643886,0.0021246641852742864,0.9891246641852742,1709.87,1
32.18,975.4947224633778,36.19359495368984,6.269093596537651,-809.4567891983904,-0.10422116113784047,0.584129517090377,0.8426484536118337,319.2174978296001,1
29.491808180290572,975.0116868828986,-2.8628584946610376,45.74346498162063,-5625.07714053422,-0.8277585332749829,0.010722896096621776,0.7521448048310888,323.3565049368108,1
35.097460303120734,976.1795464504361,-1.3082086147315335,0.18925168838920103,-310.54011225814884,-0.01146258441946006,-0.0038208614731533534,1.00246258441946,313.2915422491961,1
32.33903029979202,975.3987382908334,-0.5197409579263922,-9.749465699568585,-1975.9677376451639,0.20128871227006367,0.0735118532075154,1.0911217753319935,319.99290910062393,1
32.3892992653591,975.42,-1.2895547751658385,-8.432102203922696,-2131.236160894868,0.13546496326795512,0.0,0.9694649632679551,319.8239488980386,1
32.214118401190696,975.6773745214283,52.10715137063998,15.157190181338981,-1422.9308543636298,-0.6435358200794761,0.07657786869008656,-0.5651252619845948,317.6198884246059,1
32.42645669765189,975.268385825587,-1.4448425232389213,-5.980000000000001,-2798.515161087505,0.09583858255870262,-0.002161417441297376,0.9776771651174052,321.161614174413,1
24.13,824.04,-1.7458984487970108,-0.01898448797010832,-53.26809326926036,0.0015898448797010815,-0.0029746121992527044,0.9993847673195516,1709.87,1
25.689523619432418,975.140320059335,-1.2693598813300846,-3.6606401186699156,-4619.421717832653,0.05303200593349577,-0.005775958465529639,0.9887759584655297,322.2471194659854,1
35.90820477267204,975.8728904752116,-1.3273428512697951,0.17827615719550538,-377.82944604115164,-0.019265714873020492,-0.0015547623941837424,1.0065547623941837,315.96953334703716,1
32.373990138546766,975.41,-2.6694101878124057,58.744606479373864,-1937.7686025214896,-0.9644039445812934,0.008600986145323359,0.5852216951971139,319.93,1
32.45681235918492,975.18,-27.77549340358501,-2.3479880263398627,-2998.3117224601547,0.11284777599754815,-0.241658628899035,1.450223817153365,321.9159382040754,1
32.335298400231814,975.4388063990727,11.573476383203522,49.58101925517106,-1182.0475371164416,-0.8840902385164086,0.1961600727443105,0.71153712041726,319.6907424083452,1
36.114373718172445,976.46825354304,-1.134144601912889,-0.785397165568,-2646.0453321232353,0.0007566194261333335,0.003292769904355555,1.0068289203825778,310.8659472288996,1
23.31269953461043,975.39,-1.1537445651009988,-0.6546444099711433,-361.6567639670411,0.0004644409971143221,0.0012322204985571617,0.9900711180057713,320.09,1
24.13,824.04,-1.713016785632826,1.9947002216360026,-112.25253635802733,-0.03281774551025812,-0.0063016785632825974,1.0053016785632827,1709.87,1
36.18518311869078,976.9998221255239,-1.1248168813092196,-0.4876804965834482,-2636.067404873041,-0.004036623738156083,0.003,1.0044572723054845,306.29355413632004,1
32.4,975.4206798565774,-1.3233992828871532,-8.43067985657743,-2100.5718442915854,0.13227194263097228,-0.003932014342256934,0.9688640286845138,319.84388129080315,1
13.66847706305914,971.6022889442872,-1.2360321096079756,-3.429619265764786,-5329.963908885004,0.04896192657647855,0.0,0.9836032109607975,352.6646517761257,1
32.38593883097558,975.4059388309755,-1.331877661951158,-8.437816492926737,-1985.5303756143744,0.1343755323902316,-0.0015938830975578983,0.9688122338048841,319.97842818317093,1
32.37153847592451,975.4132307433359,-1.3363076951849011,-8.452615390369804,-2085.8884660125213,0.135,-0.0007384609630197922,0.9642615390369802,319.8956925292374,1
25.720762025276123,975.3871950322214,-1.1045426797221911,-0.69,-473.001427185241,0.0020914640555618007,0.0012743921666854008,0.9940914640555618,320.1333849058407,1
34.15388824943505,976.1990279376413,-1.0335419064618554,-0.17999999999999994,-159.96074185897783,-0.0038055875282473877,-0.0005486031179381522,0.993,313.12229046769073,1
14.219121140915462,974.8654892197989,-1.2745107802011102,-3.44097843959778,-5299.374297482525,0.04964676593966694,0.0,0.9892553901005551,324.61157546140777,1
32.09489984041172,975.8048405902388,67.6328731272166,73.46286842293065,-974.9329147517253,-0.6464963794870622,0.24214069385218015,0.21327047852694792,316.5280193768921,1
24.13,824.04,-1.7589257071272102,0.06422857739399157,-47.74740503064868,-0.0016845715478798328,0.00031542845212016724,0.9937382861915194,1709.87,1
16.874603071147945,974.8882426377751,-1.2243934055621328,-3.496150767786986,-5265.323629994888,0.04843934055621329,-0.0016485275550293717,0.9904727913325441,324.40230153557394,1
24.13,824.04,-1.74861175226558,-0.04056453171811725,-54.54314051331448,0.0014447009062319187,-0.0034447009062319196,0.9993058761327899,1709.87,1
32.389945782011715,975.41,-0.38775317232498285,57.763334406279625,-1969.1533532170404,-0.9580216871953146,0.00700542179882866,0.5501192795742306,319.93,1
24.95165196792916,975.4246678425657,-1.338492062681746,0.05014403061090522,-183.14465958487312,-0.012132862973733097,-0.004416519679291592,0.995649911807575,319.79149029883325,1
32.37946332402104,975.4047316620105,-1.3610733519579243,-8.455268337989482,-2004.1146295690864,0.13758050139684436,-0.0025268337989481082,0.9664194986031557,319.960536675979,1
36.51575592475777,975.9245764107919,-1.100305094052792,0.1476001098229449,-145.9869765687681,-0.007818305643167517,0.002393898118944161,0.9923633887136649,315.48276490481095,1
10.42759895400939,971.2123426330021,-1.2579428944996647,-3.5479428944996645,-5385.536476456327,0.05438286834989938,-0.0002057105500335374,0.9884114211000671,355.9989163029819,1
32.38213398500227,975.4257320299954,74.36009133807006,-1.2413642876077642,-2213.700593551788,0.34953614221336016,0.3897916912210738,2.055,319.73947872254195,1
35.88523083979391,975.5055218238004,-1.3944781761995062,-5.8407274600164545,-2981.0494134453825,0.09441745904039493,0.0009999999999999992,0.9715970901599341,319.0928399587964,1
24.13,824.04,-1.6890338861316923,-0.016815669343282158,-55.28223504014932,-3.2203795610255374e-05,-0.004,1.0002540254744512,1709.87,1
31.960047987984503,975.512807438989,46.64869823368823,2.458722312817878,-2076.429387486288,-0.028223756038867266,0.8932333536357675,0.8402777439403876,319.0461367685937,1
35.082011857987,976.480552039459,-1.3473175226839982,0.11603557396100417,-316.8190882211279,-0.012932938067099954,-0.004,0.9964694335303003,310.71631359359213,1
24.13,824.04,-1.069002242410313,-0.7049887879484351,-527.2806951471973,0.0050362820941704375,0.0019818589529147813,0.9969546473822869,1709.87,1
22.574251538545248,972.1225574393188,-1.0825501991058561,-0.5307502715079856,-97.8727531640402,-0.0015899963798935253,-0.0013849945698402883,0.9933849945698403,348.2170359603165,1
24.13,824.04,-1.9148308566014478,-0.00620771415036192,-61.18097378142056,0.0017584571699276012,0.000620771415036199,0.9954830856601448,1709.87,1
32.36779348270769,975.4129420230564,-1.340735505764103,-8.469264494235897,-2026.7879764870986,0.1350735505764103,0.0009264494235897095,0.9629264494235896,319.9035217924923,1
24.13,824.04,-1.447206036185265,-1.9766330025391665,-496.7111279078076,0.022641769013187422,-0.0011136137969948914,0.9908863862030051,1709.87,1
32.67893823188826,976.0344099634666,-2.756647054510209,52.24607573310802,-2744.899639070967,-1.1383547945819752,-0.2340063015787156,0.42156084662560767,314.57588193561156,1
38.0252939862774,975.3743697103649,-1.1481514481751414,-0.20344543445254237,-48.42068153985201,-0.002999999999999999,-0.0015630289635028306,0.998,320.2297483308028,1
35.058382266153245,976.156661675025,-1.3168823645129004,0.21376472902580068,-309.7959676895184,-0.014925004917982642,-0.0046882364512900315,1.0019676453230648,313.49628019574897,1
25.990281077868573,975.49,-1.1275250962382657,-0.6975050192476531,-439.3824293158639,0.0052494980752346865,0.0015010038495306272,0.9917464865266428,319.2674046342946,1
